사고다발지fid,사고다발지id,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6100218,2015048,1123010100,11230003,서울특별시 동대문구3,서울특별시 동대문구 신설동(신설동역_보문로_진출_1 부근),8,8,0,3,2,3,127.023184265043,37.576297799605,"{""type"":""Polygon"",""coordinates"":[[[127.0247853,37.577572],[127.0244422,37.5777961],[127.0240507,37.5779626],[127.023626,37.5780652],[127.0231843,37.5780998],[127.0227426,37.5780652],[127.0223178,37.5779626],[127.0219264,37.5777961],[127.0215833,37.577572],[127.0213017,37.5772989],[127.0210925,37.5769874],[127.0209637,37.5766493],[127.0209202,37.5762978],[127.0209637,37.5759462],[127.0210925,37.5756082],[127.0213018,37.5752967],[127.0215833,37.5750236],[127.0219264,37.5747995],[127.0223179,37.574633],[127.0227426,37.5745304],[127.0231843,37.5744958],[127.023626,37.5745304],[127.0240507,37.574633],[127.0244421,37.5747995],[127.0247852,37.5750236],[127.0250668,37.5752967],[127.025276,37.5756082],[127.0254048,37.5759462],[127.0254484,37.5762978],[127.0254049,37.5766493],[127.025276,37.5769874],[127.0250668,37.5772989],[127.0247853,37.577572]]]}"
6098672,2015048,1123010300,11230004,서울특별시 동대문구4,서울특별시 동대문구 제기동(롯데불로장생센터 부근),7,8,0,5,3,0,127.036741549384,37.578547012136,"{""type"":""Polygon"",""coordinates"":[[[127.0383426,37.5798212],[127.0379995,37.5800453],[127.037608,37.5802118],[127.0371833,37.5803144],[127.0367415,37.580349],[127.0362998,37.5803144],[127.0358751,37.5802118],[127.0354836,37.5800453],[127.0351405,37.5798212],[127.0348589,37.5795481],[127.0346497,37.5792366],[127.0345209,37.5788985],[127.0344774,37.578547],[127.0345209,37.5781954],[127.0346498,37.5778574],[127.034859,37.5775459],[127.0351406,37.5772728],[127.0354837,37.5770487],[127.0358751,37.5768822],[127.0362998,37.5767796],[127.0367415,37.576745],[127.0371833,37.5767796],[127.037608,37.5768822],[127.0379994,37.5770487],[127.0383425,37.5772728],[127.0386241,37.5775459],[127.0388333,37.5778574],[127.0389622,37.5781954],[127.0390057,37.578547],[127.0389622,37.5788985],[127.0388334,37.5792366],[127.0386242,37.5795481],[127.0383426,37.5798212]]]}"
6098360,2015048,1123010900,11230005,서울특별시 동대문구5,서울특별시 동대문구 휘경동(위생병원앞 부근),6,6,1,4,1,0,127.062050682294,37.589924505313,"{""type"":""Polygon"",""coordinates"":[[[127.063652,37.5911987],[127.0633088,37.5914228],[127.0629173,37.5915893],[127.0624925,37.5916919],[127.0620507,37.5917265],[127.0616089,37.5916919],[127.0611841,37.5915893],[127.0607926,37.5914228],[127.0604494,37.5911987],[127.0601678,37.5909256],[127.0599585,37.5906141],[127.0598297,37.590276],[127.0597862,37.5899245],[127.0598297,37.5895729],[127.0599586,37.5892349],[127.0601678,37.5889234],[127.0604495,37.5886503],[127.0607926,37.5884262],[127.0611841,37.5882597],[127.0616089,37.5881571],[127.0620507,37.5881225],[127.0624925,37.5881571],[127.0629173,37.5882597],[127.0633088,37.5884262],[127.0636519,37.5886503],[127.0639335,37.5889234],[127.0641428,37.5892349],[127.0642717,37.5895729],[127.0643152,37.5899245],[127.0642717,37.590276],[127.0641428,37.5906141],[127.0639336,37.5909256],[127.063652,37.5911987]]]}"
6100219,2015048,1123010400,11230006,서울특별시 동대문구6,서울특별시 동대문구 전농동(동화빌딩 부근),6,6,0,6,0,0,127.068443433019,37.577403999896,"{""type"":""Polygon"",""coordinates"":[[[127.0700444,37.5786782],[127.0697013,37.5789023],[127.0693099,37.5790688],[127.0688852,37.5791714],[127.0684434,37.579206],[127.0680017,37.5791714],[127.067577,37.5790688],[127.0671855,37.5789023],[127.0668424,37.5786782],[127.0665609,37.5784051],[127.0663516,37.5780936],[127.0662228,37.5777555],[127.0661793,37.577404],[127.0662228,37.5770524],[127.0663517,37.5767144],[127.0665609,37.5764029],[127.0668425,37.5761298],[127.0671856,37.5759057],[127.067577,37.5757392],[127.0680017,37.5756366],[127.0684434,37.575602],[127.0688851,37.5756366],[127.0693099,37.5757392],[127.0697013,37.5759057],[127.0700444,37.5761298],[127.070326,37.5764029],[127.0705352,37.5767144],[127.070664,37.5770524],[127.0707076,37.577404],[127.0706641,37.5777555],[127.0705352,37.5780936],[127.070326,37.5784051],[127.0700444,37.5786782]]]}"
6098675,2015048,1123010300,11230007,서울특별시 동대문구7,서울특별시 동대문구 제기동(식당재료유통할인 부근),5,5,0,3,2,0,127.039930309737,37.583050517468,"{""type"":""Polygon"",""coordinates"":[[[127.0415314,37.5843247],[127.0411883,37.5845488],[127.0407968,37.5847153],[127.0403721,37.5848179],[127.0399303,37.5848525],[127.0394886,37.5848179],[127.0390638,37.5847153],[127.0386723,37.5845488],[127.0383292,37.5843247],[127.0380476,37.5840516],[127.0378383,37.5837401],[127.0377095,37.583402],[127.037666,37.5830505],[127.0377095,37.5826989],[127.0378384,37.5823609],[127.0380476,37.5820494],[127.0383292,37.5817763],[127.0386724,37.5815522],[127.0390638,37.5813857],[127.0394886,37.5812832],[127.0399303,37.5812485],[127.040372,37.5812832],[127.0407968,37.5813857],[127.0411883,37.5815522],[127.0415314,37.5817763],[127.041813,37.5820494],[127.0420222,37.5823609],[127.0421511,37.5826989],[127.0421946,37.5830505],[127.0421511,37.583402],[127.0420223,37.5837401],[127.041813,37.5840516],[127.0415314,37.5843247]]]}"
6098676,2015048,1123010600,11230008,서울특별시 동대문구8,서울특별시 동대문구 장안동(장한평역_장한로_진입_1 부근),4,5,2,2,1,0,127.06701826748,37.562650229625,"{""type"":""Polygon"",""coordinates"":[[[127.068619,37.5639244],[127.0682759,37.5641485],[127.0678846,37.5643151],[127.0674599,37.5644176],[127.0670183,37.5644522],[127.0665766,37.5644176],[127.066152,37.5643151],[127.0657606,37.5641485],[127.0654176,37.5639244],[127.0651361,37.5636513],[127.0649269,37.5633398],[127.0647981,37.5630018],[127.0647546,37.5626502],[127.0647981,37.5622987],[127.0649269,37.5619606],[127.0651361,37.5616491],[127.0654176,37.561376],[127.0657607,37.5611519],[127.066152,37.5609854],[127.0665767,37.5608829],[127.0670183,37.5608482],[127.0674599,37.5608829],[127.0678845,37.5609854],[127.0682759,37.5611519],[127.0686189,37.561376],[127.0689004,37.5616491],[127.0691096,37.5619606],[127.0692384,37.5622987],[127.069282,37.5626502],[127.0692385,37.5630018],[127.0691097,37.5633398],[127.0689005,37.5636513],[127.068619,37.5639244]]]}"
6100222,2015048,1123010100,11230009,서울특별시 동대문구9,서울특별시 동대문구 신설동(용두동사거리_일반국도6호선_진 부근),4,4,1,2,0,1,127.028901775997,37.57707240277,"{""type"":""Polygon"",""coordinates"":[[[127.0305028,37.5783466],[127.0301597,37.5785707],[127.0297682,37.5787372],[127.0293435,37.5788398],[127.0289018,37.5788744],[127.0284601,37.5788398],[127.0280353,37.5787372],[127.0276439,37.5785707],[127.0273008,37.5783466],[127.0270192,37.5780735],[127.02681,37.577762],[127.0266811,37.5774239],[127.0266377,37.5770724],[127.0266812,37.5767208],[127.02681,37.5763828],[127.0270193,37.5760713],[127.0273008,37.5757982],[127.0276439,37.5755741],[127.0280354,37.5754076],[127.0284601,37.575305],[127.0289018,37.5752704],[127.0293435,37.575305],[127.0297682,37.5754076],[127.0301596,37.5755741],[127.0305027,37.5757982],[127.0307843,37.5760713],[127.0309935,37.5763828],[127.0311224,37.5767208],[127.0311659,37.5770724],[127.0311224,37.5774239],[127.0309936,37.577762],[127.0307843,37.5780735],[127.0305028,37.5783466]]]}"
6100220,2015048,1123010400,11230010,서울특별시 동대문구10,서울특별시 동대문구 전농동(전농굴다리 부근),4,4,0,1,3,0,127.04607504273,37.57650153382,"{""type"":""Polygon"",""coordinates"":[[[127.047676,37.5777757],[127.0473329,37.5779998],[127.0469415,37.5781664],[127.0465168,37.5782689],[127.046075,37.5783035],[127.0456333,37.5782689],[127.0452086,37.5781664],[127.0448171,37.5779998],[127.0444741,37.5777757],[127.0441925,37.5775027],[127.0439833,37.5771911],[127.0438544,37.5768531],[127.0438109,37.5765015],[127.0438545,37.57615],[127.0439833,37.5758119],[127.0441925,37.5755004],[127.0444741,37.5752273],[127.0448172,37.5750032],[127.0452086,37.5748367],[127.0456333,37.5747342],[127.046075,37.5746995],[127.0465167,37.5747342],[127.0469415,37.5748367],[127.0473329,37.5750032],[127.047676,37.5752273],[127.0479576,37.5755004],[127.0481668,37.5758119],[127.0482956,37.57615],[127.0483391,37.5765015],[127.0482957,37.5768531],[127.0481668,37.5771911],[127.0479576,37.5775027],[127.047676,37.5777757]]]}"
6100221,2015048,1123011000,11230011,서울특별시 동대문구11,서울특별시 동대문구 이문동(우영목욕탕 부근),3,3,1,1,1,0,127.058044457986,37.594259540646,"{""type"":""Polygon"",""coordinates"":[[[127.0596458,37.5955337],[127.0593027,37.5957578],[127.0589111,37.5959244],[127.0584863,37.5960269],[127.0580445,37.5960615],[127.0576026,37.5960269],[127.0571778,37.5959244],[127.0567863,37.5957578],[127.0564431,37.5955337],[127.0561615,37.5952607],[127.0559522,37.5949491],[127.0558233,37.5946111],[127.0557798,37.5942595],[127.0558233,37.593908],[127.0559522,37.5935699],[127.0561615,37.5932584],[127.0564431,37.5929853],[127.0567863,37.5927612],[127.0571778,37.5925947],[127.0576027,37.5924922],[127.0580445,37.5924576],[127.0584863,37.5924922],[127.0589111,37.5925947],[127.0593026,37.5927612],[127.0596458,37.5929853],[127.0599274,37.5932584],[127.0601367,37.5935699],[127.0602656,37.593908],[127.0603091,37.5942595],[127.0602656,37.5946111],[127.0601367,37.5949491],[127.0599275,37.5952607],[127.0596458,37.5955337]]]}"
6098315,2015048,1123011000,11230012,서울특별시 동대문구12,서울특별시 동대문구 이문동(신이문역 및 이문기지창 부근),3,3,0,3,0,0,127.067285481241,37.603319775888,"{""type"":""Polygon"",""coordinates"":[[[127.068887,37.604594],[127.0685438,37.6048181],[127.0681522,37.6049846],[127.0677274,37.6050871],[127.0672855,37.6051218],[127.0668436,37.6050871],[127.0664187,37.6049846],[127.0660271,37.6048181],[127.0656839,37.604594],[127.0654022,37.6043209],[127.065193,37.6040093],[127.0650641,37.6036713],[127.0650206,37.6033198],[127.0650641,37.6029682],[127.065193,37.6026302],[127.0654023,37.6023186],[127.065684,37.6020456],[127.0660272,37.6018215],[127.0664188,37.601655],[127.0668436,37.6015524],[127.0672855,37.6015178],[127.0677273,37.6015524],[127.0681522,37.601655],[127.0685438,37.6018215],[127.068887,37.6020456],[127.0691687,37.6023186],[127.069378,37.6026302],[127.0695069,37.6029682],[127.0695504,37.6033198],[127.0695069,37.6036713],[127.069378,37.6040093],[127.0691687,37.6043209],[127.068887,37.604594]]]}"
6098346,2015048,1123010500,11230013,서울특별시 동대문구13,서울특별시 동대문구 답십리동(동탑초등학교 부근),3,3,0,3,0,0,127.064118966518,37.569336365282,"{""type"":""Polygon"",""coordinates"":[[[127.0657198,37.5706106],[127.0653767,37.5708347],[127.0649853,37.5710012],[127.0645606,37.5711037],[127.064119,37.5711384],[127.0636773,37.5711037],[127.0632526,37.5710012],[127.0628612,37.5708347],[127.0625181,37.5706106],[127.0622366,37.5703375],[127.0620274,37.5700259],[127.0618986,37.5696879],[127.0618551,37.5693363],[127.0618986,37.5689848],[127.0620274,37.5686468],[127.0622366,37.5683352],[127.0625182,37.5680622],[127.0628612,37.5678381],[127.0632526,37.5676715],[127.0636773,37.567569],[127.064119,37.5675344],[127.0645606,37.567569],[127.0649853,37.5676715],[127.0653767,37.5678381],[127.0657197,37.5680622],[127.0660013,37.5683352],[127.0662105,37.5686468],[127.0663393,37.5689848],[127.0663829,37.5693363],[127.0663394,37.5696879],[127.0662105,37.5700259],[127.0660013,37.5703375],[127.0657198,37.5706106]]]}"
6100224,2015048,1123010400,11230014,서울특별시 동대문구14,서울특별시 동대문구 전농동(떡전교사거리_전농로_진입_1 부근),3,4,0,2,1,1,127.051676852306,37.58526578419,"{""type"":""Polygon"",""coordinates"":[[[127.053278,37.58654],[127.0529349,37.5867641],[127.0525434,37.5869306],[127.0521186,37.5870331],[127.0516769,37.5870678],[127.0512351,37.5870331],[127.0508103,37.5869306],[127.0504188,37.5867641],[127.0500757,37.58654],[127.0497941,37.5862669],[127.0495848,37.5859554],[127.049456,37.5856173],[127.0494125,37.5852658],[127.049456,37.5849142],[127.0495849,37.5845762],[127.0497941,37.5842646],[127.0500757,37.5839916],[127.0504189,37.5837675],[127.0508103,37.583601],[127.0512351,37.5834984],[127.0516769,37.5834638],[127.0521186,37.5834984],[127.0525434,37.583601],[127.0529348,37.5837675],[127.053278,37.5839916],[127.0535596,37.5842646],[127.0537688,37.5845762],[127.0538977,37.5849142],[127.0539412,37.5852658],[127.0538977,37.5856173],[127.0537689,37.5859554],[127.0535596,37.5862669],[127.053278,37.58654]]]}"
6098679,2015048,1123010700,11230015,서울특별시 동대문구15,서울특별시 동대문구 청량리동(홍파초교_고산자로_진출_1 부근),3,3,0,2,1,0,127.03858761203,37.587012326958,"{""type"":""Polygon"",""coordinates"":[[[127.0401888,37.5882865],[127.0398457,37.5885106],[127.0394542,37.5886771],[127.0390294,37.5887797],[127.0385876,37.5888143],[127.0381458,37.5887797],[127.037721,37.5886771],[127.0373295,37.5885106],[127.0369864,37.5882865],[127.0367048,37.5880134],[127.0364955,37.5877019],[127.0363667,37.5873639],[127.0363232,37.5870123],[127.0363667,37.5866608],[127.0364956,37.5863227],[127.0367048,37.5860112],[127.0369865,37.5857381],[127.0373296,37.585514],[127.0377211,37.5853475],[127.0381459,37.585245],[127.0385876,37.5852103],[127.0390294,37.585245],[127.0394541,37.5853475],[127.0398456,37.585514],[127.0401888,37.5857381],[127.0404704,37.5860112],[127.0406796,37.5863227],[127.0408085,37.5866608],[127.040852,37.5870123],[127.0408085,37.5873639],[127.0406797,37.5877019],[127.0404704,37.5880134],[127.0401888,37.5882865]]]}"
6098678,2015048,1123010100,11230016,서울특별시 동대문구16,서울특별시 동대문구 신설동(강원금속(주) 부근),3,3,0,2,1,0,127.032803579123,37.570826623751,"{""type"":""Polygon"",""coordinates"":[[[127.0344044,37.5721008],[127.0340614,37.5723249],[127.03367,37.5724914],[127.0332453,37.572594],[127.0328036,37.5726286],[127.0323619,37.572594],[127.0319372,37.5724914],[127.0315458,37.5723249],[127.0312027,37.5721008],[127.0309212,37.5718277],[127.030712,37.5715162],[127.0305831,37.5711782],[127.0305396,37.5708266],[127.0305832,37.5704751],[127.030712,37.570137],[127.0309212,37.5698255],[127.0312028,37.5695524],[127.0315458,37.5693283],[127.0319372,37.5691618],[127.0323619,37.5690593],[127.0328036,37.5690246],[127.0332452,37.5690593],[127.0336699,37.5691618],[127.0340613,37.5693283],[127.0344044,37.5695524],[127.0346859,37.5698255],[127.0348952,37.570137],[127.035024,37.5704751],[127.0350675,37.5708266],[127.035024,37.5711782],[127.0348952,37.5715162],[127.034686,37.5718277],[127.0344044,37.5721008]]]}"
6098680,2015048,1123010400,11230017,서울특별시 동대문구17,서울특별시 동대문구 전농동(전농동사거리_사가정길_진출_1 부근),3,3,0,2,1,0,127.059054348081,37.577741410239,"{""type"":""Polygon"",""coordinates"":[[[127.0606554,37.5790156],[127.0603123,37.5792397],[127.0599208,37.5794062],[127.0594961,37.5795088],[127.0590543,37.5795434],[127.0586126,37.5795088],[127.0581879,37.5794062],[127.0577964,37.5792397],[127.0574533,37.5790156],[127.0571718,37.5787425],[127.0569625,37.578431],[127.0568337,37.5780929],[127.0567902,37.5777414],[127.0568337,37.5773898],[127.0569626,37.5770518],[127.0571718,37.5767403],[127.0574534,37.5764672],[127.0577965,37.5762431],[127.0581879,37.5760766],[127.0586126,37.575974],[127.0590543,37.5759394],[127.059496,37.575974],[127.0599208,37.5760766],[127.0603122,37.5762431],[127.0606553,37.5764672],[127.0609369,37.5767403],[127.0611461,37.5770518],[127.061275,37.5773898],[127.0613185,37.5777414],[127.061275,37.5780929],[127.0611462,37.578431],[127.0609369,37.5787425],[127.0606554,37.5790156]]]}"
6222526,2016146,1123010300,11230001,서울특별시 동대문구1,서울특별시 동대문구 제기동(우리은행청량리중앙지점 부근),13,13,0,7,6,0,127.041388808648,37.579064477545,"{""type"":""Polygon"",""coordinates"":[[[127.04318544,37.57906448],[127.04315092,37.5787867],[127.04304868,37.57851959],[127.04288265,37.57827342],[127.04265922,37.57805766],[127.04238696,37.57788058],[127.04207635,37.577749],[127.04173931,37.57766797],[127.04138881,37.57764061],[127.0410383,37.57766797],[127.04070127,37.577749],[127.04039065,37.57788058],[127.0401184,37.57805766],[127.03989496,37.57827342],[127.03972894,37.57851959],[127.0396267,37.5787867],[127.03959218,37.57906448],[127.0396267,37.57934226],[127.03972894,37.57960936],[127.03989496,37.57985552],[127.0401184,37.58007129],[127.04039065,37.58024836],[127.04070127,37.58037993],[127.0410383,37.58046096],[127.04138881,37.58048832],[127.04173931,37.58046096],[127.04207635,37.58037993],[127.04238696,37.58024836],[127.04265922,37.58007129],[127.04288265,37.57985552],[127.04304868,37.57960936],[127.04315092,37.57934226],[127.04318544,37.57906448]]]}"
6222476,2016146,1123010700,11230002,서울특별시 동대문구2,서울특별시 동대문구 청량리동(청량리역_홍릉길_진입_1 부근),8,8,0,6,2,0,127.044996686349,37.581368154817,"{""type"":""Polygon"",""coordinates"":[[[127.04679332,37.58136815],[127.0467588,37.58109038],[127.04665656,37.58082329],[127.04649053,37.58057713],[127.0462671,37.58036136],[127.04599484,37.58018429],[127.04568423,37.58005272],[127.04534719,37.57997169],[127.04499669,37.57994433],[127.04464618,37.57997169],[127.04430915,37.58005272],[127.04399853,37.58018429],[127.04372628,37.58036136],[127.04350284,37.58057713],[127.04333682,37.58082329],[127.04323458,37.58109038],[127.04320006,37.58136815],[127.04323458,37.58164593],[127.04333682,37.58191302],[127.04350284,37.58215918],[127.04372628,37.58237493],[127.04399853,37.582552],[127.04430915,37.58268357],[127.04464618,37.58276459],[127.04499669,37.58279195],[127.04534719,37.58276459],[127.04568423,37.58268357],[127.04599484,37.582552],[127.0462671,37.58237493],[127.04649053,37.58215918],[127.04665656,37.58191302],[127.0467588,37.58164593],[127.04679332,37.58136815]]]}"
6222477,2016146,1123010300,11230003,서울특별시 동대문구3,서울특별시 동대문구 제기동(용두교앞 부근),6,6,0,4,2,0,127.034618912834,37.578199929584,"{""type"":""Polygon"",""coordinates"":[[[127.03641554,37.57819993],[127.03638102,37.57792215],[127.03627878,37.57765504],[127.03611276,37.57740887],[127.03588932,37.5771931],[127.03561707,37.57701602],[127.03530645,37.57688443],[127.03496942,37.57680341],[127.03461891,37.57677605],[127.03426841,37.57680341],[127.03393137,37.57688443],[127.03362076,37.57701602],[127.0333485,37.5771931],[127.03312507,37.57740887],[127.03295904,37.57765504],[127.0328568,37.57792215],[127.03282228,37.57819993],[127.0328568,37.57847771],[127.03295904,37.57874482],[127.03312507,37.57899098],[127.0333485,37.57920675],[127.03362076,37.57938382],[127.03393137,37.5795154],[127.03426841,37.57959643],[127.03461891,37.57962378],[127.03496942,37.57959643],[127.03530645,37.5795154],[127.03561707,37.57938382],[127.03588932,37.57920675],[127.03611276,37.57899098],[127.03627878,37.57874482],[127.03638102,37.57847771],[127.03641554,37.57819993]]]}"
6222536,2016146,1123011000,11230004,서울특별시 동대문구4,서울특별시 동대문구 이문동(사슴약국 부근),5,5,0,3,2,0,127.062043454443,37.60082174343,"{""type"":""Polygon"",""coordinates"":[[[127.06384009,37.60082174],[127.06380556,37.60054404],[127.06370332,37.60027702],[127.0635373,37.60003092],[127.06331386,37.59981522],[127.06304161,37.59963819],[127.062731,37.59950665],[127.06239396,37.59942565],[127.06204345,37.59939829],[127.06169295,37.59942565],[127.06135591,37.59950665],[127.0610453,37.59963819],[127.06077304,37.59981522],[127.06054961,37.60003092],[127.06038358,37.60027702],[127.06028135,37.60054404],[127.06024682,37.60082174],[127.06028135,37.60109944],[127.06038358,37.60136647],[127.06054961,37.60161256],[127.06077304,37.60182826],[127.0610453,37.60200528],[127.06135591,37.60213682],[127.06169295,37.60221782],[127.06204345,37.60224517],[127.06239396,37.60221782],[127.062731,37.60213682],[127.06304161,37.60200528],[127.06331386,37.60182826],[127.0635373,37.60161256],[127.06370332,37.60136647],[127.06380556,37.60109944],[127.06384009,37.60082174]]]}"
6222478,2016146,1123010400,11230005,서울특별시 동대문구5,서울특별시 동대문구 전농동(전농동사거리_전농로_진입_2 부근),5,5,0,3,2,0,127.057600641657,37.577123614664,"{""type"":""Polygon"",""coordinates"":[[[127.05939727,37.57712361],[127.05936275,37.57684583],[127.05926051,37.57657871],[127.05909449,37.57633254],[127.05887105,37.57611677],[127.0585988,37.57593968],[127.05828818,37.5758081],[127.05795115,37.57572707],[127.05760064,37.57569971],[127.05725014,37.57572707],[127.0569131,37.5758081],[127.05660249,37.57593968],[127.05633023,37.57611677],[127.0561068,37.57633254],[127.05594077,37.57657871],[127.05583853,37.57684583],[127.05580401,37.57712361],[127.05583853,37.5774014],[127.05594077,37.57766851],[127.0561068,37.57791468],[127.05633023,37.57813045],[127.05660249,37.57830753],[127.0569131,37.57843911],[127.05725014,37.57852013],[127.05760064,37.57854749],[127.05795115,37.57852013],[127.05828818,37.57843911],[127.0585988,37.57830753],[127.05887105,37.57813045],[127.05909449,37.57791468],[127.05926051,37.57766851],[127.05936275,37.5774014],[127.05939727,37.57712361]]]}"
6222809,2016146,1123010300,11230006,서울특별시 동대문구6,서울특별시 동대문구 제기동(양지장여관 부근),4,4,1,3,0,0,127.037243798264,37.588216407662,"{""type"":""Polygon"",""coordinates"":[[[127.03904043,37.58821641],[127.03900591,37.58793866],[127.03890367,37.58767159],[127.03873764,37.58742545],[127.03851421,37.58720971],[127.03824195,37.58703265],[127.03793134,37.58690109],[127.0375943,37.58682007],[127.0372438,37.58679272],[127.03689329,37.58682007],[127.03655626,37.58690109],[127.03624564,37.58703265],[127.03597339,37.58720971],[127.03574995,37.58742545],[127.03558393,37.58767159],[127.03548169,37.58793866],[127.03544717,37.58821641],[127.03548169,37.58849415],[127.03558393,37.58876122],[127.03574995,37.58900736],[127.03597339,37.58922309],[127.03624564,37.58940014],[127.03655626,37.5895317],[127.03689329,37.58961272],[127.0372438,37.58964007],[127.0375943,37.58961272],[127.03793134,37.5895317],[127.03824195,37.58940014],[127.03851421,37.58922309],[127.03873764,37.58900736],[127.03890367,37.58876122],[127.03900591,37.58849415],[127.03904043,37.58821641]]]}"
6222405,2016146,1123010900,11230007,서울특별시 동대문구7,서울특별시 동대문구 휘경동(외대앞역지하차도(동측) 부근),4,4,1,2,1,0,127.064216111286,37.594818999898,"{""type"":""Polygon"",""coordinates"":[[[127.06601274,37.594819],[127.06597822,37.59454128],[127.06587598,37.59427423],[127.06570996,37.59402811],[127.06548652,37.59381239],[127.06521427,37.59363535],[127.06490365,37.5935038],[127.06456662,37.59342279],[127.06421611,37.59339544],[127.06386561,37.59342279],[127.06352857,37.5935038],[127.06321796,37.59363535],[127.0629457,37.59381239],[127.06272227,37.59402811],[127.06255624,37.59427423],[127.062454,37.59454128],[127.06241948,37.594819],[127.062454,37.59509672],[127.06255624,37.59536377],[127.06272227,37.59560988],[127.0629457,37.5958256],[127.06321796,37.59600263],[127.06352857,37.59613418],[127.06386561,37.59621518],[127.06421611,37.59624254],[127.06456662,37.59621518],[127.06490365,37.59613418],[127.06521427,37.59600263],[127.06548652,37.5958256],[127.06570996,37.59560988],[127.06587598,37.59536377],[127.06597822,37.59509672],[127.06601274,37.594819]]]}"
6222416,2016146,1123010500,11230008,서울특별시 동대문구8,서울특별시 동대문구 답십리동(답십리사거리 부근),4,4,0,3,1,0,127.058052271296,37.572773786382,"{""type"":""Polygon"",""coordinates"":[[[127.0598489,37.57277379],[127.05981438,37.57249598],[127.05971214,37.57222885],[127.05954612,37.57198267],[127.05932268,37.57176688],[127.05905043,37.57158979],[127.05873981,37.5714582],[127.05840278,37.57137716],[127.05805227,37.5713498],[127.05770177,37.57137716],[127.05736473,37.5714582],[127.05705412,37.57158979],[127.05678186,37.57176688],[127.05655843,37.57198267],[127.0563924,37.57222885],[127.05629016,37.57249598],[127.05625564,37.57277379],[127.05629016,37.57305159],[127.0563924,37.57331872],[127.05655843,37.5735649],[127.05678186,37.57378068],[127.05705412,37.57395777],[127.05736473,37.57408935],[127.05770177,37.57417038],[127.05805227,37.57419775],[127.05840278,37.57417038],[127.05873981,37.57408935],[127.05905043,37.57395777],[127.05932268,37.57378068],[127.05954612,37.5735649],[127.05971214,37.57331872],[127.05981438,37.57305159],[127.0598489,37.57277379]]]}"
6222404,2016146,1123011000,11230009,서울특별시 동대문구9,서울특별시 동대문구 이문동(이문동우편취급소 부근),4,4,0,3,1,0,127.062034429746,37.604902115941,"{""type"":""Polygon"",""coordinates"":[[[127.06383106,37.60490212],[127.06379654,37.60462443],[127.0636943,37.60435742],[127.06352827,37.60411134],[127.06330484,37.60389564],[127.06303258,37.60371863],[127.06272197,37.60358709],[127.06238493,37.60350609],[127.06203443,37.60347874],[127.06168392,37.60350609],[127.06134689,37.60358709],[127.06103628,37.60371863],[127.06076402,37.60389564],[127.06054059,37.60411134],[127.06037456,37.60435742],[127.06027232,37.60462443],[127.0602378,37.60490212],[127.06027232,37.6051798],[127.06037456,37.60544681],[127.06054059,37.60569289],[127.06076402,37.60590858],[127.06103628,37.60608559],[127.06134689,37.60621712],[127.06168392,37.60629811],[127.06203443,37.60632546],[127.06238493,37.60629811],[127.06272197,37.60621712],[127.06303258,37.60608559],[127.06330484,37.60590858],[127.06352827,37.60569289],[127.0636943,37.60544681],[127.06379654,37.6051798],[127.06383106,37.60490212]]]}"
6222406,2016146,1123011000,11230010,서울특별시 동대문구10,서울특별시 동대문구 이문동(우영목욕탕 부근),3,3,0,3,0,0,127.058460586888,37.59355487326,"{""type"":""Polygon"",""coordinates"":[[[127.06025722,37.59355487],[127.0602227,37.59327715],[127.06012046,37.59301009],[127.05995443,37.59276397],[127.059731,37.59254825],[127.05945874,37.5923712],[127.05914813,37.59223965],[127.05881109,37.59215864],[127.05846059,37.59213128],[127.05811008,37.59215864],[127.05777305,37.59223965],[127.05746243,37.5923712],[127.05719018,37.59254825],[127.05696674,37.59276397],[127.05680072,37.59301009],[127.05669848,37.59327715],[127.05666396,37.59355487],[127.05669848,37.5938326],[127.05680072,37.59409965],[127.05696674,37.59434577],[127.05719018,37.59456149],[127.05746243,37.59473852],[127.05777305,37.59487007],[127.05811008,37.59495108],[127.05846059,37.59497843],[127.05881109,37.59495108],[127.05914813,37.59487007],[127.05945874,37.59473852],[127.059731,37.59456149],[127.05995443,37.59434577],[127.06012046,37.59409965],[127.0602227,37.5938326],[127.06025722,37.59355487]]]}"
