Predictor variable,Categorical,Sample average
bus_stop,false,1.509090909090909
car_out_density,false,0.43636363636363634
cctv_car,false,0.2909090909090909
cctv_way_density,false,0.4
crosswalk,false,1.8545454545454545
hospital_log,false,0.9425124385140159
intersection_fourway,false,0.21818181818181817
intersection_single,false,1.1272727272727272
intersection_threeway,false,0.10909090909090909
led_density,false,0.2545454545454545
market_kde_density_log_weighted,false,3.8282382016683964E-13
senior_facility,false,0.36363636363636365
silverzone,false,0.03636363636363636
streetlight,false,0.0
walklight,false,4.090909090909091
