X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
203572.81580577928,554086.1728853763,train,0.01236789268384616,82.622599637017,0.94482844875221
205333.41572421076,554448.6678374524,train,0.0020200194808971143,30.67458415639709,0.3770011638370606
205333.41572421076,554448.6678374524,train,0.0020200194808971143,30.67458415639709,0.3770011638370606
203354.99453539366,552593.4094974482,train,0.005921063644670329,58.57102061189262,0.7501940603763126
202171.5220972054,552594.7705580404,train,0.0013026871327283627,19.02842094831881,0.263000485363891
203317.19202926743,553695.0173166066,train,0.013531095826068377,83.97572257461239,0.9579880131627639
204428.45822740605,553809.5998487548,train,0.011777630333559433,79.01433938790737,0.9366469813910074
203895.63211164623,553372.383997459,train,0.03745935216112748,99.99992231942552,0.9998454887845972
204690.82658383244,554887.4217794951,train,0.0022361502435597593,34.939826107200965,0.4077589294943277
203650.03233855072,552892.0965466191,train,0.008446554230323219,68.93742767253237,0.8617502448640277
205106.62916228257,554503.2432304216,train,0.005977045312561206,60.359117563192996,0.7534486999948863
203531.30336319568,553692.2803255578,train,0.016738339615314148,87.02829158505091,0.9801813249912636
203408.16348892282,554162.1351746492,train,0.009717556144942853,72.57187799977959,0.8973508958056723
203661.7639605606,553281.7458893906,train,0.006112184226461475,60.97051174627108,0.7611316924525787
205664.50166400167,552201.5390257541,train,0.00294483270032151,44.62280558298572,0.49835258618693234
205902.66167191076,551856.2626066944,train,0.009750775941169807,73.54684245470848,0.8981466195146197
203661.7639605606,553281.7458893906,train,0.006112184226461475,60.97051174627108,0.7611316924525787
204136.76132910966,553513.3060978388,train,0.03515247631616574,96.25405845386699,0.999734749036937
203317.19202926743,553695.0173166066,train,0.013531095826068377,83.97572257461239,0.9579880131627639
203895.63211164623,553372.383997459,train,0.03745935216112748,99.99992231942552,0.9998454887845972
205664.50166400167,552201.5390257541,train,0.00294483270032151,44.62280558298572,0.49835258618693234
204445.96498677324,553298.1265277149,train,0.002121489274830093,32.75459324138766,0.39163544865875866
202056.83513035614,552715.437048609,train,0.013785732349604951,85.35431900404606,0.9604208004075852
204183.38910069902,552914.7262296594,train,0.0017112618439881133,25.832823463870433,0.3302702004019934
204445.96498677324,553298.1265277149,train,0.002121489274830093,32.75459324138766,0.39163544865875866
205902.66167191076,551856.2626066944,train,0.009750775941169807,73.54684245470848,0.8981466195146197
205902.66167191076,551856.2626066944,train,0.009750775941169807,73.54684245470848,0.8981466195146197
202979.19121947154,553171.2293310203,train,0.0029213699051764486,44.32823638695152,0.495587737715
206388.53094644754,553565.9318355856,train,9.924969911756015E-4,7.279490367987312,0.20745244602519797
205941.54133492813,555973.5086103553,train,0.001917835920086011,28.90226483250033,0.36190816476147203
202979.19121947154,553171.2293310203,train,0.0029213699051764486,44.32823638695152,0.495587737715
204428.45822740605,553809.5998487548,train,0.011777630333559433,79.01433938790737,0.9366469813910074
203245.4816467967,553222.5163347323,train,0.0019896536912582994,30.074073505108803,0.37255365991036693
204428.45822740605,553809.5998487548,train,0.011777630333559433,79.01433938790737,0.9366469813910074
204136.76132910966,553513.3060978388,train,0.03515247631616574,96.25405845386699,0.999734749036937
202979.19121947154,553171.2293310203,train,0.0029213699051764486,44.32823638695152,0.495587737715
202047.99118376637,552972.4976897563,train,0.002886425155239877,43.45287440794019,0.4914415847301916
204796.556296295,551911.2139296882,train,0.002461965996323949,37.54862207690512,0.43827406501569055
205506.87912190013,554513.8416741657,train,0.0018072423484283041,27.418996106596683,0.34516066674537593
205890.06292690928,554711.0361068877,train,0.0019803416409389187,29.87477925574516,0.37118342629429124
202056.83513035614,552715.437048609,train,0.013785732349604951,85.35431900404606,0.9604208004075852
203408.16348892282,554162.1351746492,train,0.009717556144942853,72.57187799977959,0.8973508958056723
203354.99453539366,552593.4094974482,train,0.005921063644670329,58.57102061189262,0.7501940603763126
205462.80429262563,555129.1254791149,train,0.005860371698877367,57.391831965681526,0.7466170207521555
203895.63211164623,553372.383997459,train,0.03745935216112748,99.99992231942552,0.9998454887845972
202553.02332957313,553058.6097160496,train,0.003545659133733425,48.68006770831192,0.5642155882884586
205506.87912190013,554513.8416741657,train,0.0018072423484283041,27.418996106596683,0.34516066674537593
204317.00688524576,554074.1112995486,train,0.022000355961496954,92.73879332125563,0.9942226651735616
205941.54133492813,555973.5086103553,train,0.001917835920086011,28.90226483250033,0.36190816476147203
203895.63211164623,553372.383997459,train,0.03745935216112748,99.99992231942552,0.9998454887845972
205941.54133492813,555973.5086103553,train,0.001917835920086011,28.90226483250033,0.36190816476147203
205506.87912190013,554513.8416741657,train,0.0018072423484283041,27.418996106596683,0.34516066674537593
205664.50166400167,552201.5390257541,train,0.00294483270032151,44.62280558298572,0.49835258618693234
206364.90218781235,552679.9023287538,train,0.003427714085581667,46.9343124221444,0.5520070435968778
203650.03233855072,552892.0965466191,train,0.008446554230323219,68.93742767253237,0.8617502448640277
