Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
6.22129E-5,0.006221286,0.012760908,1,0,0
8.72845E-5,0.014949738,0.017857378,0.9975,0,0
1.11086E-4,0.026058327,0.022671277,0.995,0,0
1.36861E-4,0.051464752,0.027857683,0.99,0,0
1.59165E-4,0.112239192,0.032323501,0.98,0,0
2.89531E-4,0.206761965,0.058018646,0.97,0,0
3.269E-4,0.302752864,0.065257574,0.9625,0,0
3.37291E-4,0.402387036,0.067260529,0.955,0,0
4.12253E-4,0.513428669,0.081583493,0.9475,0,0
4.76494E-4,0.646182397,0.093682809,0.94,0,0
5.28256E-4,0.751595733,0.10331584,0.935,0,0
5.29955E-4,0.804591211,0.103630182,0.9325,0,0
5.30651E-4,0.910716982,0.103759051,0.9275,0,0
5.37153E-4,1.017613796,0.104961207,0.9225,0,0
5.50164E-4,1.126496355,0.107361924,0.9175,0,0
5.50189E-4,1.236532264,0.107366616,0.9125,0,0
5.50252E-4,1.346576896,0.10737822,0.9075,0,0
5.50313E-4,1.401608165,0.10738938,0.905,0,0
5.50434E-4,1.511694583,0.107411662,0.9,0,0
5.52405E-4,1.787456799,0.107774923,0.8875,0,0
5.56275E-4,2.009424042,0.108487385,0.8775,0,0
5.65967E-4,2.2905418,0.110269251,0.865,0,0
5.85423E-4,2.521575993,0.113835707,0.855,0,0
6.05868E-4,2.759350784,0.11756793,0.845,0,0
6.34699E-4,3.008224598,0.122804416,0.835,0,0
6.48735E-4,3.265273874,0.12534249,0.825,0,0
6.58489E-4,3.526747811,0.127101891,0.815,0,0
6.84796E-4,3.794617363,0.131829536,0.805,0,0
7.11798E-4,4.003513791,0.136655412,0.7975,0,0
7.52155E-4,4.300814899,0.143818244,0.7875,0,0
7.72298E-4,4.531783266,0.147370932,0.78,0,0
7.73621E-4,4.763813722,0.147603899,0.7725,0,0
7.76451E-4,5.073912968,0.148101672,0.7625,0,0
7.80748E-4,5.308005372,0.14885705,0.755,0,0
7.81484E-4,5.542315096,0.148986361,0.7475,0,0
7.87327E-4,5.777940996,0.150012151,0.74,0,0
7.90381E-4,6.014850125,0.150547935,0.7325,0,0
7.9144E-4,6.252216276,0.150733663,0.725,0,0
8.0226E-4,6.572237742,0.152628543,0.715,0,0
8.07527E-4,6.813663498,0.153549286,0.7075,0,0
8.14767E-4,7.056977055,0.154813534,0.7,0,0
8.18562E-4,7.301847372,0.155475422,0.6925,0,0
8.234E-4,7.548434305,0.156318352,0.685,0,0
8.27802E-4,7.79628252,0.157084781,0.6775,0,0
8.36042E-4,8.046853555,0.158517283,0.67,0.036363636,0
8.53037E-4,8.300746033,0.16146448,0.6625,0.036363636,0
8.60198E-4,8.558401291,0.162703198,0.655,0.036363636,0
8.69429E-4,8.818951951,0.164297139,0.6475,0.036363636,0
8.80669E-4,9.082054341,0.166234128,0.64,0.036363636,0
8.83169E-4,9.25867044,0.166664265,0.635,0.036363636,0
8.94787E-4,9.525977283,0.168660457,0.6275,0.036363636,0
9.12526E-4,9.797784893,0.171699222,0.62,0.036363636,0
9.34686E-4,10.075025692,0.175479739,0.6125,0.036363636,0
9.40782E-4,10.262806195,0.176516845,0.6075,0.036363636,0
9.5297E-4,10.547215264,0.178586153,0.6,0.036363636,0
9.59157E-4,10.834602902,0.179634522,0.5925,0.036363636,0
9.69585E-4,11.027872139,0.181398645,0.5875,0.036363636,0
9.74391E-4,11.319521788,0.18221046,0.58,0.036363636,0
9.81588E-4,11.515372363,0.183424501,0.575,0.036363636,0
1.01091E-3,11.815403158,0.188351729,0.5675,0.036363636,0
1.02083E-3,12.018797188,0.190013313,0.5625,0.054545455,0
1.02348E-3,12.325538244,0.190456267,0.555,0.054545455,0
1.03526E-3,12.531458366,0.19242196,0.55,0.054545455,0
1.05617E-3,12.846571031,0.195900281,0.5425,0.054545455,0
1.0618E-3,13.058848971,0.196834042,0.5375,0.054545455,0
1.06659E-3,13.272024066,0.1976292,0.5325,0.054545455,0
1.08814E-3,13.594639044,0.201189364,0.525,0.054545455,0
1.10135E-3,13.81374363,0.203365669,0.52,0.054545455,0
