Predictor variable,Categorical,Sample average
bus_stop,false,1.4363636363636363
car_out_density,false,0.5636363636363636
cctv_car,false,0.23636363636363636
cctv_way_density,false,0.32727272727272727
crosswalk,false,1.9090909090909092
hospital_log,false,1.2513092604550449
intersection_fourway,false,0.32727272727272727
intersection_single,false,0.8727272727272727
intersection_threeway,false,0.12727272727272726
led_density,false,0.16363636363636364
market_kde_density_log_weighted,false,4.585010033653318E-13
senior_facility,false,0.5636363636363636
silverzone,false,0.05454545454545454
streetlight,false,0.14545454545454545
walklight,false,3.8363636363636364
