Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.91681E-5,0.001916808,0.004784673,1,0,0
8.6957E-5,0.010612512,0.021523025,0.9975,0,0
1.12282E-4,0.030880799,0.027703673,0.9925,0,0
1.78479E-4,0.061476689,0.043675776,0.9875,0,0
2.16302E-4,0.121555915,0.052683681,0.98,0,0
3.41297E-4,0.213883613,0.081853209,0.9725,0,0
3.52651E-4,0.318244782,0.084457855,0.965,0,0
4.25269E-4,0.441423471,0.100943185,0.9575,0,0
4.53761E-4,0.53112837,0.107329912,0.9525,0,0
4.70886E-4,0.624577951,0.111146829,0.9475,0,0
4.78181E-4,0.719929237,0.112767596,0.9425,0,0
4.78518E-4,0.767781023,0.112842478,0.94,0,0
4.95952E-4,0.817376203,0.116704051,0.9375,0,0
5.49431E-4,0.924323865,0.12844501,0.9325,0,0
6.42395E-4,1.045042316,0.148484402,0.9275,0,0
6.51894E-4,1.110231744,0.150505865,0.925,0,0
7.4311E-4,1.258271151,0.169674736,0.92,0,0
7.4311E-4,1.332582138,0.169674779,0.9175,0,0
7.4311E-4,1.406893188,0.169674908,0.915,0,0
7.43113E-4,1.555515508,0.169675333,0.91,0,0
7.43118E-4,1.778450636,0.169676558,0.9025,0,0
7.43137E-4,2.001391527,0.169680315,0.895,0,0
7.43258E-4,2.298673264,0.169705543,0.885,0,0
7.43464E-4,2.521679346,0.169748364,0.8775,0,0
7.43837E-4,2.819132533,0.169825889,0.8675,0,0
7.4426E-4,3.042399407,0.16991361,0.86,0,0
7.44989E-4,3.26578612,0.170065176,0.8525,0,0
7.4619E-4,3.564179282,0.170314471,0.8425,0,0
7.47729E-4,3.78828857,0.170633924,0.835,0,0
7.48546E-4,4.012767123,0.170803426,0.8275,0,0
7.52498E-4,4.313152174,0.17162294,0.8175,0,0
7.53613E-4,4.539099524,0.171854002,0.81,0,0
7.56674E-4,4.765787633,0.172488191,0.8025,0,0
7.62242E-4,5.070508125,0.173640167,0.7925,0,0
7.70736E-4,5.300276447,0.175394605,0.785,0,0
7.74697E-4,5.532419285,0.176211371,0.7775,0,0
