Predictor variable,Categorical,Sample average
bus_stop,false,1.5454545454545454
car_out_density,false,0.43636363636363634
cctv_car,false,0.32727272727272727
cctv_way_density,false,0.4727272727272727
crosswalk,false,2.8181818181818183
hospital_log,false,1.0206342068585483
intersection_fourway,false,0.4
intersection_single,false,0.9454545454545454
intersection_threeway,false,0.10909090909090909
led_density,false,0.16363636363636364
market_kde_density_log_weighted,false,4.0575854251847256E-13
senior_facility,false,0.509090909090909
silverzone,false,0.07272727272727272
streetlight,false,0.14545454545454545
walklight,false,4.8545454545454545
