Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.51708E-4,0.015170837,0.036457416,1,0,0
2.7572E-4,0.042742808,0.065269365,0.9975,0,0
2.76043E-4,0.070347154,0.065343447,0.995,0,0
3.00414E-4,0.12839592,0.070903089,0.99,0,0
3.93785E-4,0.236511161,0.091898879,0.9825,0,0
4.3964E-4,0.319930716,0.102035813,0.9775,0,0
4.47213E-4,0.408825941,0.103698869,0.9725,0,0
4.62856E-4,0.501396842,0.107124601,0.9675,0,0
4.62886E-4,0.640258142,0.107131182,0.96,0,0
4.62951E-4,0.732844054,0.107145474,0.955,0,0
4.62952E-4,0.77913928,0.107145716,0.9525,0,0
4.63151E-4,0.825454375,0.107189143,0.95,0,0
4.63156E-4,0.918085424,0.107190294,0.945,0,0
4.63674E-4,1.010815073,0.107303438,0.94,0,0
4.64528E-4,1.10365433,0.107490141,0.935,0,0
4.66866E-4,1.24333814,0.108000783,0.9275,0,0
4.67742E-4,1.336882412,0.108191982,0.9225,0,0
4.71127E-4,1.430854964,0.10893077,0.9175,0,0
4.75166E-4,1.525647979,0.10981132,0.9125,0,0
4.79487E-4,1.764097753,0.110752439,0.9,0,0
4.98177E-4,2.009423119,0.114811695,0.8875,0,0
5.1781E-4,2.261882582,0.119055879,0.875,0,0
5.34651E-4,2.52708018,0.122680342,0.8625,0,0
5.72428E-4,2.752011323,0.130756349,0.8525,0,0
5.85174E-4,3.041401289,0.13346445,0.84,0,0
6.09489E-4,3.281000772,0.138607041,0.83,0,0
6.20876E-4,3.527926709,0.141004902,0.82,0,0
6.66189E-4,3.78767636,0.150480809,0.81,0,0
6.76917E-4,4.056507169,0.152708976,0.8,0,0
6.83873E-4,4.261235104,0.154150599,0.7925,0,0
7.37294E-4,4.545350318,0.165140088,0.7825,0,0
7.58568E-4,4.771566632,0.16947675,0.775,0,0
7.67116E-4,5.001496373,0.171212848,0.7675,0,0
7.92485E-4,5.314900305,0.17634402,0.7575,0,0
8.07337E-4,5.555418386,0.17933333,0.75,0,0
8.28381E-4,5.801157464,0.18355007,0.7425,0,0
8.54744E-4,6.055691547,0.188802409,0.735,0,0
8.69236E-4,6.314463015,0.191675019,0.7275,0,0
9.19847E-4,6.583645115,0.201628155,0.72,0,0
9.30992E-4,6.769261262,0.203803407,0.715,0,0
9.53006E-4,7.05467618,0.208082762,0.7075,0,0
9.66231E-4,7.343366426,0.210642363,0.7,0,0
9.66777E-4,7.536676933,0.210747956,0.695,0,0
9.7907E-4,7.829490625,0.213119373,0.6875,0,0
9.94856E-4,8.027754777,0.216154525,0.6825,0,0
9.96879E-4,8.326772741,0.21654262,0.675,0,0
1.00544E-3,8.527594706,0.218182195,0.67,0,0
1.00861E-3,8.829868712,0.218789667,0.6625,0,0
1.01328E-3,9.032512827,0.219681709,0.6575,0,0
1.0261E-3,9.340001932,0.222126919,0.65,0,0
1.04038E-3,9.546744044,0.224842065,0.645,0,0
1.05225E-3,9.75617836,0.227090857,0.64,0,0
1.08827E-3,10.079334777,0.23387564,0.6325,0,0
1.09539E-3,10.29836271,0.235210003,0.6275,0,0
1.09971E-3,10.518001225,0.236018111,0.6225,0,0
1.12279E-3,10.852171972,0.240323095,0.615,0,0
1.12776E-3,11.077275258,0.24124613,0.61,0,0
1.13685E-3,11.304627217,0.242932999,0.605,0,0
1.14027E-3,11.532663618,0.243565933,0.6,0,0
1.15211E-3,11.7621591,0.245755284,0.595,0,0
1.16761E-3,12.111532779,0.248612335,0.5875,0,0
1.1776E-3,12.346329779,0.250447744,0.5825,0,0
1.18988E-3,12.583742257,0.252698383,0.5775,0,0
1.19412E-3,12.822342115,0.253472878,0.5725,0,0
1.20612E-3,13.063551048,0.255663109,0.5675,0,0
1.20875E-3,13.305097354,0.256141473,0.5625,0,0
1.23025E-3,13.550167015,0.260046321,0.5575,0,0
1.241E-3,13.797598676,0.261991114,0.5525,0,0
1.25131E-3,14.047571306,0.263852616,0.5475,0,0
1.2593E-3,14.299072353,0.265290884,0.5425,0,0
1.26193E-3,14.55127171,0.265763063,0.5375,0,0
1.28782E-3,14.806666638,0.2704027,0.5325,0,0
1.2899E-3,15.064584274,0.270772765,0.5275,0,0
1.2969E-3,15.323466746,0.272022438,0.5225,0,0
1.33038E-3,15.587212963,0.277964423,0.5175,0,0
1.34191E-3,15.855286053,0.279998395,0.5125,0,0
1.34573E-3,16.124204012,0.280671457,0.5075,0,0
1.34615E-3,16.258819175,0.280746445,0.505,0,0
1.35752E-3,16.529445907,0.282744535,0.5,0,0
1.36408E-3,16.801678157,0.283897054,0.495,0,0
1.38344E-3,17.076547257,0.287282733,0.49,0,0
1.42794E-3,17.360576773,0.295003557,0.485,0,0
1.43386E-3,17.503963187,0.296025805,0.4825,0,0
1.46387E-3,17.796520155,0.301178009,0.4775,0,0
1.47131E-3,18.090764646,0.302448702,0.4725,0,0
1.50873E-3,18.389392547,0.308810753,0.4675,0,0
1.52209E-3,18.541601203,0.311066583,0.465,0,0
1.56998E-3,18.855504082,0.319096833,0.46,0.054545455,0
1.57662E-3,19.013166358,0.320203133,0.4575,0.054545455,0
1.58783E-3,19.329638,0.322065671,0.4525,0.054545455,0
1.60351E-3,19.649051103,0.324662168,0.4475,0.054545455,0
1.64222E-3,19.813273422,0.331032902,0.445,0.054545455,0
1.64833E-3,20.142931898,0.332031532,0.44,0.054545455,0
1.64946E-3,20.307878397,0.332217806,0.4375,0.054545455,0
1.6517E-3,20.638124988,0.332583454,0.4325,0.054545455,0
