X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
206040.35133558584,551754.4752185036,train,0.0042714116031550165,44.43700851798112,0.5776714951925261
203303.54423935033,553185.310555001,train,0.005908523216287478,54.91630799650852,0.6964901794662268
205106.62916228257,554503.2432304216,train,0.008756316068176862,67.16956613179192,0.8291597805007234
203317.19202926743,553695.0173166066,train,0.011441614675584227,76.2344377220863,0.9006315291157448
206388.53094644754,553565.9318355856,train,0.0021306731237955073,24.668413125268174,0.34947159441805054
202553.02332957313,553058.6097160496,train,0.0033904830770009977,36.73597081752987,0.49550646101439166
205088.11936156155,553065.4606671124,train,0.004860518517153525,49.027838391955136,0.6250091779544319
205506.87912190013,554513.8416741657,train,0.00118411973218693,15.534784533627764,0.2125501774962012
203317.19202926743,553695.0173166066,train,0.011441614675584227,76.2344377220863,0.9006315291157448
205664.50166400167,552201.5390257541,train,0.0018680513392490023,22.410637367279367,0.31406552931570675
203531.30336319568,553692.2803255578,train,0.009718766523730389,70.83235435530486,0.8593174388680758
205067.99424134698,552628.5352163914,train,0.017638619921865852,88.08957388602143,0.9715463109725536
202047.99118376637,552972.4976897563,train,0.012182059356495741,78.66093142849363,0.914423307157235
205333.41572421076,554448.6678374524,train,0.001302340673223801,16.526079615802097,0.23111405787279105
203661.7639605606,553281.7458893906,train,0.00510111787510682,51.01664449050743,0.6427811758932822
205071.1123906592,552478.0753456885,train,0.005110988203031392,51.52766502746352,0.6434919884867167
205902.66167191076,551856.2626066944,train,0.01083663621632412,72.90140754648351,0.8877285434628198
205106.62916228257,554503.2432304216,train,0.008756316068176862,67.16956613179192,0.8291597805007234
204796.556296295,551911.2139296882,train,0.004725123109605356,48.54180302569898,0.614622114086781
202897.92909919823,552365.5136594516,train,0.003449635699134711,37.424714639259435,0.5014928060364374
205921.16564028463,551459.6349168028,train,0.004874422120677274,49.51538486942667,0.6260598339420211
203531.30336319568,553692.2803255578,train,0.009718766523730389,70.83235435530486,0.8593174388680758
204796.556296295,551911.2139296882,train,0.004725123109605356,48.54180302569898,0.614622114086781
205067.99424134698,552628.5352163914,train,0.017638619921865852,88.08957388602143,0.9715463109725536
202056.83513035614,552715.437048609,train,0.005941892664321011,55.51059031815101,0.6985271370011042
203572.81580577928,554086.1728853763,train,0.009844742270719867,71.81683849289097,0.8628487846524867
206045.88850307092,553097.2226714304,train,0.0030922836459053335,32.85608331962391,0.46421565157785183
206072.0339691853,553240.2542543523,train,0.005654124716136748,53.17662666050915,0.6805017993538467
204317.00688524576,554074.1112995486,train,0.057301437318874555,100.0,0.9999904926266096
205890.06292690928,554711.0361068877,train,0.008715896854531419,65.4194595032705,0.8277606055728992
204445.96498677324,553298.1265277149,train,0.0036999659884238093,39.564033754576954,0.5260502459579339
204136.76132910966,553513.3060978388,train,0.020647885563891792,91.96130743649525,0.9844974064283993
204317.00688524576,554074.1112995486,train,0.057301437318874555,100.0,0.9999904926266096
205710.6583929922,554994.8916544371,train,9.32545952598529E-4,11.580711775381634,0.1715410432526736
206388.53094644754,553565.9318355856,train,0.0021306731237955073,24.668413125268174,0.34947159441805054
204564.34772135835,553968.8441778553,train,0.003833014528397795,39.9473656060986,0.5386061176748298
205216.4885906524,553134.108597763,train,9.30398771428569E-4,11.484154206085545,0.17118199284335445
206040.35133558584,551754.4752185036,train,0.0042714116031550165,44.43700851798112,0.5776714951925261
205664.50166400167,552201.5390257541,train,0.0018680513392490023,22.410637367279367,0.31406552931570675
203384.3119617044,553383.7767243615,train,0.010880011363889735,73.98859182558861,0.8887069799483603
204445.96498677324,553298.1265277149,train,0.0036999659884238093,39.564033754576954,0.5260502459579339
206066.43023068737,552011.6893984125,train,0.003499465292036097,37.774774132872835,0.5064804873093707
203572.81580577928,554086.1728853763,train,0.009844742270719867,71.81683849289097,0.8628487846524867
202897.92909919823,552365.5136594516,train,0.003449635699134711,37.424714639259435,0.5014928060364374
204428.45822740605,553809.5998487548,train,0.014434855015409838,80.10491651704596,0.9456851159822905
204136.76132910966,553513.3060978388,train,0.020647885563891792,91.96130743649525,0.9844974064283993
204445.96498677324,553298.1265277149,train,0.0036999659884238093,39.564033754576954,0.5260502459579339
205902.66167191076,551856.2626066944,train,0.01083663621632412,72.90140754648351,0.8877285434628198
206388.53094644754,553565.9318355856,train,0.0021306731237955073,24.668413125268174,0.34947159441805054
204317.00688524576,554074.1112995486,train,0.057301437318874555,100.0,0.9999904926266096
206364.90218781235,552679.9023287538,train,0.008567320646407148,64.54789206190875,0.8225182033920242
204428.45822740605,553809.5998487548,train,0.014434855015409838,80.10491651704596,0.9456851159822905
204317.00688524576,554074.1112995486,train,0.057301437318874555,100.0,0.9999904926266096
202047.99118376637,552972.4976897563,train,0.012182059356495741,78.66093142849363,0.914423307157235
204317.00688524576,554074.1112995486,train,0.057301437318874555,100.0,0.9999904926266096
