Predictor variable,Categorical,Sample average
bus_stop,false,1.509090909090909
car_out_density,false,0.41818181818181815
cctv_car,false,0.21818181818181817
cctv_way_density,false,0.45454545454545453
crosswalk,false,2.963636363636364
hospital_log,false,1.162756009535356
intersection_fourway,false,0.5454545454545454
intersection_single,false,0.8545454545454545
intersection_threeway,false,0.07272727272727272
led_density,false,0.4
market_kde_density_log_weighted,false,3.689090749986354E-13
senior_facility,false,0.41818181818181815
silverzone,false,0.03636363636363636
streetlight,false,0.3090909090909091
walklight,false,5.290909090909091
