Predictor variable,Categorical,Sample average
bus_stop,false,1.6
car_out_density,false,0.4727272727272727
cctv_car,false,0.32727272727272727
cctv_child,false,0.16363636363636364
hospital_log,false,1.4751627358523283
intersection_fourway,false,0.4727272727272727
intersection_single,false,0.9090909090909091
intersection_threeway,false,0.09090909090909091
led_density,false,0.4
market_kde_density_log_weighted,false,4.492786015512912E-13
senior_facility,false,0.5454545454545454
silverzone,false,0.16363636363636364
streetlight,false,0.8
