Predictor variable,Categorical,Sample average
bus_stop,false,1.2
car_out_density,false,0.34545454545454546
cctv_car,false,0.21818181818181817
cctv_child,false,0.12727272727272726
hospital_log,false,1.2497584277933294
intersection_fourway,false,0.2727272727272727
intersection_single,false,0.6909090909090909
intersection_threeway,false,0.16363636363636364
led_density,false,0.21818181818181817
market_kde_density_log_weighted,false,6.272580865007309E-13
senior_facility,false,0.6727272727272727
silverzone,false,0.16363636363636364
streetlight,false,0.6363636363636364
