Predictor variable,Categorical,Sample average
bus_stop,false,1.4181818181818182
car_out_density,false,0.4909090909090909
cctv_car,false,0.2909090909090909
cctv_child,false,0.2
hospital_log,false,1.132636133107272
intersection_fourway,false,0.38181818181818183
intersection_single,false,0.6363636363636364
intersection_threeway,false,0.12727272727272726
led_density,false,0.2
market_kde_density_log_weighted,false,5.134316704279504E-13
senior_facility,false,0.6545454545454545
silverzone,false,0.07272727272727272
streetlight,false,0.2909090909090909
