Predictor variable,Categorical,Sample average
bus_stop,false,1.4181818181818182
car_out_density,false,0.4909090909090909
cctv_car,false,0.2
cctv_child,false,0.2545454545454545
hospital_log,false,1.1977048180320047
intersection_fourway,false,0.509090909090909
intersection_single,false,0.8
intersection_threeway,false,0.16363636363636364
led_density,false,0.3090909090909091
market_kde_density_log_weighted,false,4.933436200523358E-13
senior_facility,false,0.36363636363636365
silverzone,false,0.14545454545454545
streetlight,false,0.4727272727272727
