Predictor variable,Categorical,Sample average
bus_stop,false,1.4363636363636363
car_out_density,false,0.45454545454545453
cctv_car,false,0.2545454545454545
cctv_child,false,0.3090909090909091
hospital_log,false,1.1309890291907572
intersection_fourway,false,0.23636363636363636
intersection_single,false,0.7272727272727273
intersection_threeway,false,0.12727272727272726
led_density,false,0.23636363636363636
market_kde_density_log_weighted,false,5.968084176066258E-13
senior_facility,false,0.7818181818181819
silverzone,false,0.05454545454545454
streetlight,false,0.14545454545454545
