Predictor variable,Categorical,Sample average
bus_stop,false,1.290909090909091
car_out_density,false,0.41818181818181815
cctv_car,false,0.32727272727272727
cctv_child,false,0.2545454545454545
hospital_log,false,1.0050001231106844
intersection_fourway,false,0.3090909090909091
intersection_single,false,0.8363636363636363
intersection_threeway,false,0.2545454545454545
led_density,false,0.23636363636363636
market_kde_density_log_weighted,false,4.844838766074592E-13
senior_facility,false,0.36363636363636365
silverzone,false,0.10909090909090909
streetlight,false,0.2909090909090909
