Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.82236E-6,0.000382236,0.000849304,1,0,0
2.89954E-5,0.003281777,0.006424598,0.9975,0,0
4.20269E-5,0.007484463,0.009298557,0.995,0,0
4.92807E-5,0.012412528,0.010894706,0.9925,0,0
1.04085E-4,0.03170613,0.022871152,0.9875,0,0
1.17676E-4,0.054770463,0.02581877,0.9825,0,0
1.94016E-4,0.105960149,0.042210554,0.975,0,0
2.709E-4,0.204835553,0.058440523,0.965,0,0
3.68568E-4,0.304936865,0.078661876,0.9575,0,0
4.27139E-4,0.428114825,0.090579667,0.95,0,0
4.66838E-4,0.521456049,0.098569526,0.945,0,0
5.15577E-4,0.621133567,0.108282955,0.94,0,0
5.71692E-4,0.734606205,0.119337022,0.935,0,0
5.75369E-4,0.792143128,0.12005649,0.9325,0,0
6.27653E-4,0.854908409,0.130223997,0.93,0,0
6.38545E-4,0.918762879,0.132327293,0.9275,0,0
6.46348E-4,1.047897373,0.133831124,0.9225,0,0
6.51257E-4,1.113023105,0.134775755,0.92,0,0
6.96872E-4,1.249136453,0.143504378,0.915,0,0
7.04296E-4,1.319566037,0.144916691,0.9125,0,0
7.34888E-4,1.466151845,0.150711724,0.9075,0,0
7.45722E-4,1.540724087,0.152754688,0.905,0,0
7.6744E-4,1.76763229,0.156834966,0.8975,0,0
7.87069E-4,2.003747733,0.160505989,0.89,0.018181818,0
7.8736E-4,2.318627693,0.160560291,0.88,0.018181818,0
7.88029E-4,2.554968766,0.160685,0.8725,0.018181818,0
7.8974E-4,2.791703357,0.161004188,0.865,0.018181818,0
7.93738E-4,3.029369608,0.161749506,0.8575,0.018181818,0
8.00291E-4,3.268707173,0.162969652,0.85,0.018181818,0
8.06044E-4,3.509937422,0.164039408,0.8425,0.018181818,0
8.25474E-4,3.754798022,0.167642124,0.835,0.018181818,0
8.30832E-4,4.003618221,0.168632983,0.8275,0.018181818,0
8.3594E-4,4.253708495,0.169576271,0.82,0.018181818,0
8.52586E-4,4.50707901,0.172643363,0.8125,0.018181818,0
8.67424E-4,4.765362573,0.175367784,0.805,0.018181818,0
8.71609E-4,5.026783309,0.176134565,0.7975,0.018181818,0
8.76521E-4,5.289040634,0.177033608,0.79,0.018181818,0
8.85381E-4,5.554116032,0.178652747,0.7825,0.018181818,0
8.97449E-4,5.821612506,0.180853174,0.775,0.018181818,0
8.99888E-4,6.001390399,0.181297228,0.77,0.018181818,0
9.0887E-4,6.272724659,0.182930241,0.7625,0.036363636,0
9.12384E-4,6.54625732,0.183568145,0.755,0.036363636,0
9.22962E-4,6.821576528,0.18548567,0.7475,0.036363636,0
9.26296E-4,7.006642789,0.186088973,0.7425,0.036363636,0
9.61921E-4,7.292197638,0.192509006,0.735,0.036363636,0
9.68922E-4,7.58271666,0.1937646,0.7275,0.036363636,0
9.74829E-4,7.777511047,0.194822603,0.7225,0.036363636,0
9.80674E-4,8.071173273,0.19586806,0.715,0.036363636,0
1.00074E-3,8.27103145,0.199446569,0.71,0.036363636,0
1.0275E-3,8.57739841,0.204194542,0.7025,0.036363636,0
1.033E-3,8.783979151,0.20516638,0.6975,0.036363636,0
1.03415E-3,9.094159393,0.205369363,0.69,0.036363636,0
1.03462E-3,9.301053943,0.205453448,0.685,0.036363636,0
1.03965E-3,9.508915648,0.206340592,0.68,0.072727273,0
1.04236E-3,9.821359704,0.206819932,0.6725,0.072727273,0
1.04611E-3,10.030216762,0.207479325,0.6675,0.072727273,0
1.05019E-3,10.344907977,0.208198058,0.66,0.072727273,0
1.0534E-3,10.555288975,0.208762902,0.655,0.072727273,0
1.05546E-3,10.766222492,0.209125815,0.65,0.072727273,0
1.05802E-3,11.083244916,0.209574693,0.6425,0.072727273,0
1.06358E-3,11.295484722,0.210552118,0.6375,0.072727273,0
1.06652E-3,11.508566192,0.211067732,0.6325,0.072727273,0
1.07916E-3,11.831304934,0.213281398,0.625,0.072727273,0
1.0846E-3,12.047785575,0.214232024,0.62,0.072727273,0
1.08623E-3,12.26501279,0.214516056,0.615,0.072727273,0
1.09502E-3,12.592722712,0.216050257,0.6075,0.072727273,0
1.09561E-3,12.811797858,0.216153069,0.6025,0.072727273,0
1.10322E-3,13.032355108,0.21747665,0.5975,0.072727273,0
1.11808E-3,13.255950509,0.220058346,0.5925,0.072727273,0
1.12944E-3,13.593573976,0.222024043,0.585,0.109090909,0
1.13182E-3,13.819935804,0.222437116,0.58,0.109090909,0
1.14302E-3,14.048363827,0.224370204,0.575,0.109090909,0
1.14972E-3,14.277661076,0.225523353,0.57,0.109090909,0
1.15144E-3,14.507785444,0.225820546,0.565,0.109090909,0
1.16448E-3,14.855212696,0.228061373,0.5575,0.109090909,0
1.16579E-3,15.088360696,0.228285849,0.5525,0.109090909,0
1.17286E-3,15.322921147,0.229498168,0.5475,0.109090909,0
1.18286E-3,15.558705597,0.231207948,0.5425,0.109090909,0
1.19871E-3,15.79812646,0.233912255,0.5375,0.109090909,0
1.20544E-3,16.038881346,0.235057685,0.5325,0.109090909,0
