Predictor variable,Categorical,Sample average
bus_stop,false,1.3818181818181818
car_out_density,false,0.509090909090909
cctv_car,false,0.23636363636363636
cctv_child,false,0.16363636363636364
hospital_log,false,1.0841421734202992
intersection_fourway,false,0.34545454545454546
intersection_single,false,0.8181818181818182
intersection_threeway,false,0.07272727272727272
led_density,false,0.2727272727272727
market_kde_density_log_weighted,false,5.657369744059087E-13
senior_facility,false,0.6181818181818182
silverzone,false,0.03636363636363636
streetlight,false,0.14545454545454545
