X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
205890.06292690928,554711.0361068877,train,0.03335478328320535,95.64440608947632,0.9981687804988022
204564.34772135835,553968.8441778553,train,0.0027027935956141797,28.450891043928827,0.39993914029468947
203408.16348892282,554162.1351746492,train,0.002584958976282834,26.346901473428876,0.3864281937850649
206388.53094644754,553565.9318355856,train,0.0025865542895620107,26.606559659644883,0.38661312893764255
205902.66167191076,551856.2626066944,train,0.006095816611504985,47.047694855579095,0.6839564461227583
205478.8353323923,555695.9357668943,train,0.005311218740336655,42.4241022783859,0.6334485475685798
203245.4816467967,553222.5163347323,train,0.0026619708247243375,27.912910491501826,0.3952924099726999
206040.35133558584,551754.4752185036,train,0.00675309861559751,52.90123398253786,0.7208696225981361
203895.63211164623,553372.383997459,train,0.027560864904845987,89.20991677249603,0.9945270913953953
205941.54133492813,555973.5086103553,train,6.873757136294656E-4,4.943943619784334,0.12180587707900092
205506.87912190013,554513.8416741657,train,0.0010084815311998693,14.260932191972032,0.1735073720666328
203303.54423935033,553185.310555001,train,0.011380638762488782,75.88287858009295,0.8835744985842453
203354.99453539366,552593.4094974482,train,0.010466819507940735,71.42464580882252,0.861630403307495
203245.4816467967,553222.5163347323,train,0.0026619708247243375,27.912910491501826,0.3952924099726999
204183.38910069902,552914.7262296594,train,9.47850020516648E-4,13.413694088365721,0.1639837717071666
204888.0944991958,551844.2681933807,train,0.022356042243655422,86.45387123476175,0.98536637711308
205067.99424134698,552628.5352163914,train,0.00674000220225039,52.22610901382495,0.7201779978610943
205071.1123906592,552478.0753456885,train,0.01114340310147281,73.61637544549603,0.8782365747149116
202553.02332957313,553058.6097160496,train,0.005104318831385554,41.89297331081729,0.6188339764894872
204445.96498677324,553298.1265277149,train,0.00108408532509452,15.38422107700589,0.1852308806919749
205088.11936156155,553065.4606671124,train,0.0075221194932894074,58.59113994656195,0.7586221467551955
203317.19202926743,553695.0173166066,train,0.0044205565924902565,38.042568563731926,0.5662623567968293
205671.15047783093,555029.8268609729,train,0.002587662927992178,26.864512408013923,0.38674161394923356
203572.81580577928,554086.1728853763,train,0.0023989784613376213,25.59590886743714,0.36448196078302886
204317.00688524576,554074.1112995486,train,0.008236036161950927,64.05756916168882,0.7890838360764773
205890.06292690928,554711.0361068877,train,0.03335478328320535,95.64440608947632,0.9981687804988022
202056.83513035614,552715.437048609,train,0.017118839982716322,84.21826170942715,0.9606320542650145
203354.99453539366,552593.4094974482,train,0.010466819507940735,71.42464580882252,0.861630403307495
203384.3119617044,553383.7767243615,train,0.04355570330209776,100.0,0.9997335583492087
203384.3119617044,553383.7767243615,train,0.04355570330209776,100.0,0.9997335583492087
203384.3119617044,553383.7767243615,train,0.04355570330209776,100.0,0.9997335583492087
203303.54423935033,553185.310555001,train,0.011380638762488782,75.88287858009295,0.8835744985842453
202056.83513035614,552715.437048609,train,0.017118839982716322,84.21826170942715,0.9606320542650145
205902.66167191076,551856.2626066944,train,0.006095816611504985,47.047694855579095,0.6839564461227583
204428.45822740605,553809.5998487548,train,0.010774326828170396,72.50209113523874,0.8694415175913263
203354.99453539366,552593.4094974482,train,0.010466819507940735,71.42464580882252,0.861630403307495
206364.90218781235,552679.9023287538,train,0.008414168966590656,64.89899083457586,0.7960651729048756
205333.41572421076,554448.6678374524,train,0.0010918578226023587,15.515029175791682,0.18642665665247493
202553.02332957313,553058.6097160496,train,0.005104318831385554,41.89297331081729,0.6188339764894872
203317.19202926743,553695.0173166066,train,0.0044205565924902565,38.042568563731926,0.5662623567968293
203354.99453539366,552593.4094974482,train,0.010466819507940735,71.42464580882252,0.861630403307495
205333.41572421076,554448.6678374524,train,0.0010918578226023587,15.515029175791682,0.18642665665247493
205664.50166400167,552201.5390257541,train,0.0018408600766384373,21.345638224930802,0.29379651540792706
203748.13558220217,553296.6444267967,train,0.03099015984997495,92.30891505791907,0.9971371857030922
205106.62916228257,554503.2432304216,train,0.00906293573231699,68.42376986430948,0.8195942531644422
205941.54133492813,555973.5086103553,train,6.873757136294656E-4,4.943943619784334,0.12180587707900092
205067.99424134698,552628.5352163914,train,0.00674000220225039,52.22610901382495,0.7201779978610943
203317.19202926743,553695.0173166066,train,0.0044205565924902565,38.042568563731926,0.5662623567968293
206364.90218781235,552679.9023287538,train,0.008414168966590656,64.89899083457586,0.7960651729048756
205106.62916228257,554503.2432304216,train,0.00906293573231699,68.42376986430948,0.8195942531644422
205890.06292690928,554711.0361068877,train,0.03335478328320535,95.64440608947632,0.9981687804988022
205462.80429262563,555129.1254791149,train,0.006615417158318333,51.55198257446765,0.7135123343700263
205462.80429262563,555129.1254791149,train,0.006615417158318333,51.55198257446765,0.7135123343700263
204796.556296295,551911.2139296882,train,0.0015203423253695627,19.808722205062754,0.2497031230535528
205890.06292690928,554711.0361068877,train,0.03335478328320535,95.64440608947632,0.9981687804988022
